"index","Ligand","Receptor","markers.x","Bretigea_1.x","Bretigea_2.x","CellMarker_1.x","CellMarker_2.x","PanglaoDB_1.x","PanglaoDB_2.x","HumanProteinAtlas_1.x","HumanProteinAtlas_2.x","cell_type_1.x","cell_type_2.x","Consensus.x","Score.x","markers.y","Bretigea_1.y","Bretigea_2.y","CellMarker_1.y","CellMarker_2.y","PanglaoDB_1.y","PanglaoDB_2.y","HumanProteinAtlas_1.y","HumanProteinAtlas_2.y","cell_type_1.y","cell_type_2.y","Consensus.y","Score.y","Combined","Interaction"
1788,"LGI3","ADAM22","LGI3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte",0.28,"ADAM22","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.19,"Oligodendrocyte-Neuron","LGI3_ADAM22"
1789,"LGI4","ADAM22","LGI4","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte","Astrocyte",0.51,"ADAM22","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.19,"Astrocyte-Neuron","LGI4_ADAM22"
1791,"LGI2","ADAM23","LGI2","Neuron",NA,"Microglia",NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.43,"ADAM23","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron","Neuron",0.35,"Neuron-Neuron","LGI2_ADAM23"
1792,"LGI3","ADAM23","LGI3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte",0.28,"ADAM23","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron","Neuron",0.35,"Oligodendrocyte-Neuron","LGI3_ADAM23"
1793,"LGI4","ADAM23","LGI4","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Astrocyte","Astrocyte",0.51,"ADAM23","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron","Neuron",0.35,"Astrocyte-Neuron","LGI4_ADAM23"
1798,"LGI3","STX1A","LGI3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte",0.28,"STX1A","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.34,"Oligodendrocyte-Neuron","LGI3_STX1A"
1801,"LIN7C","HTR2C","LIN7C",NA,NA,NA,NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.3,"HTR2C","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"OPC","Neuron","Neuron",0.28,"Neuron-Neuron","LIN7C_HTR2C"
1805,"LPL","GPIHBP1","LPL","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"OPC","Neuron","Microglia",0.79,"GPIHBP1","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Microglia","Neuron","Endothelial",0.58,"Microglia-Endothelial","LPL_GPIHBP1"
1807,"LRFN5","LRFN5","LRFN5","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron",0.19,"LRFN5","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron",0.14,"Neuron-Neuron","LRFN5_LRFN5"
1814,"MCAM","MCAM","MCAM",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Oligodendrocyte","Neuron",0.5,"MCAM",NA,NA,NA,NA,"Endothelial",NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.39,"Neuron-Neuron","MCAM_MCAM"
1818,"PTN","ALK","PTN",NA,NA,NA,"Astrocyte",NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.45,"ALK","Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.53,"Neuron-Neuron","PTN_ALK"
1822,"PDGFB","PDGFRB","PDGFB","Microglia",NA,NA,NA,"Endothelial",NA,NA,"Endothelial","Neuron","Neuron","Endothelial",0.9,"PDGFRB",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","OPC","Neuron",0.37,"Endothelial-Neuron","PDGFB_PDGFRB"
1824,"PDGFD","PDGFRB","PDGFD",NA,NA,"Neuron","Neuron",NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.36,"PDGFRB",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","OPC","Neuron",0.37,"Neuron-Neuron","PDGFD_PDGFRB"
1828,"MMRN2","CLEC14A","MMRN2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Neuron","Neuron","Endothelial",0.62,"CLEC14A","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,NA,NA,"OPC","Oligodendrocyte","Endothelial",0.48,"Endothelial-Endothelial","MMRN2_CLEC14A"
1829,"MST1","MST1R","MST1","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Oligodendrocyte","Astrocyte",0.4,"MST1R",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","OPC","Neuron","Neuron",0.39,"Astrocyte-Neuron","MST1_MST1R"
1859,"WNT10B","FZD7","WNT10B",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"FZD7",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","WNT10B_FZD7"
1866,"WNT6","FZD7","WNT6",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"FZD7",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","WNT6_FZD7"
1868,"ROBO1","ROBO1","ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.21,"ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.17,"Neuron-Neuron","ROBO1_ROBO1"
1869,"SLIT1","ROBO1","SLIT1","Neuron",NA,NA,NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.17,"Neuron-Neuron","SLIT1_ROBO1"
1870,"SLIT2","ROBO1","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.17,"Neuron-Neuron","SLIT2_ROBO1"
1871,"SLIT3","ROBO1","SLIT3",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.17,"Neuron-Neuron","SLIT3_ROBO1"
1880,"NTF3","NTRK1","NTF3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.27,"NTRK1",NA,NA,NA,NA,"Neuron",NA,NA,"Neuron","Microglia","Neuron","Neuron",0.32,"Neuron-Neuron","NTF3_NTRK1"
1895,"NLGN1","NRXN3","NLGN1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.36,"NRXN3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Astrocyte","Microglia","Neuron",0.25,"Neuron-Neuron","NLGN1_NRXN3"
1897,"NLGN3","NRXN3","NLGN3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"NRXN3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Astrocyte","Microglia","Neuron",0.25,"Neuron-Neuron","NLGN3_NRXN3"
1898,"NXPH1","NRXN3","NXPH1","Neuron",NA,"Neuron","Oligodendrocyte","Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.44,"NRXN3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Astrocyte","Microglia","Neuron",0.25,"Neuron-Neuron","NXPH1_NRXN3"
1901,"NMU","NMUR1","NMU",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","OPC","Neuron",0.25,"NMUR1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","OPC","Neuron",0.27,"Neuron-Neuron","NMU_NMUR1"
1903,"NMU","NMUR2","NMU",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","OPC","Neuron",0.25,"NMUR2","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","NMU_NMUR2"
1908,"NPFF","NPFFR1","NPFF",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Oligodendrocyte","Neuron","Neuron",0.17,"NPFFR1","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Astrocyte",0.54,"Neuron-Astrocyte","NPFF_NPFFR1"
1926,"NPY","PRLHR","NPY",NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.41,"PRLHR","Neuron",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.46,"Neuron-Neuron","NPY_PRLHR"
1928,"NTF3","NTRK3","NTF3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.27,"NTRK3",NA,NA,NA,NA,"Neuron",NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.39,"Neuron-Neuron","NTF3_NTRK3"
1941,"NTNG1","LRRC4C","NTNG1","OPC",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.34,"LRRC4C","OPC",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.49,"Neuron-Neuron","NTNG1_LRRC4C"
1949,"PDGFB","PDGFRA","PDGFB","Microglia",NA,NA,NA,"Endothelial",NA,NA,"Endothelial","Neuron","Neuron","Endothelial",0.9,"PDGFRA","Oligodendrocyte","OPC","Neuron","Neuron","OPC",NA,"Endothelial",NA,"Neuron","OPC","Oligodendrocyte",0.21,"Endothelial-Oligodendrocyte","PDGFB_PDGFRA"
1953,"POMC","OPRK1","POMC",NA,NA,NA,NA,NA,"Neuron",NA,NA,"Microglia","Neuron","Neuron",0.24,"OPRK1","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","POMC_OPRK1"
1954,"PECAM1","CD38","PECAM1","Endothelial",NA,"Neuron","Endothelial",NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.59,"CD38","Astrocyte",NA,NA,NA,NA,"B cell",NA,NA,"Astrocyte","Microglia","Astrocyte",0.55,"Endothelial-Astrocyte","PECAM1_CD38"
1956,"PENK","OGFR","PENK","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"OGFR",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Neuron",0.19,"Neuron-Neuron","PENK_OGFR"
1957,"PF4","PROCR","PF4",NA,NA,NA,NA,"Microglia",NA,NA,NA,"Neuron","Microglia","Microglia",0.22,"PROCR","Endothelial",NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Oligodendrocyte","Endothelial",0.53,"Microglia-Endothelial","PF4_PROCR"
1965,"SEMA3C","NRP2","SEMA3C",NA,NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.35,"NRP2",NA,NA,NA,NA,"Endothelial","Microglia",NA,"Neuron","Neuron","Neuron","Neuron",0.55,"Neuron-Neuron","SEMA3C_NRP2"
1966,"SEMA3F","NRP2","SEMA3F",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia","Neuron",0.31,"NRP2",NA,NA,NA,NA,"Endothelial","Microglia",NA,"Neuron","Neuron","Neuron","Neuron",0.55,"Neuron-Neuron","SEMA3F_NRP2"
1971,"PLTP","ABCA1","PLTP","Astrocyte",NA,"Astrocyte","Microglia","Microglia",NA,NA,NA,"Microglia","Astrocyte","Astrocyte",0.7,"ABCA1",NA,NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.41,"Astrocyte-Astrocyte","PLTP_ABCA1"
1974,"POSTN","PTK7","POSTN",NA,NA,"Neuron",NA,"Endothelial",NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.58,"PTK7",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","POSTN_PTK7"
1987,"PTHLH","PTH2R","PTHLH","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"PTH2R","Neuron",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Neuron",0.4,"Neuron-Neuron","PTHLH_PTH2R"
1988,"PTN","PTPRB","PTN",NA,NA,NA,"Astrocyte",NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.45,"PTPRB","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Neuron","Neuron","Endothelial",0.64,"Neuron-Endothelial","PTN_PTPRB"
1989,"TNC","PTPRB","TNC","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","OPC","Astrocyte",0.7,"PTPRB","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Neuron","Neuron","Endothelial",0.64,"Astrocyte-Endothelial","TNC_PTPRB"
1990,"PTPRC","CD22","PTPRC","Microglia",NA,"Microglia","Microglia",NA,"B cell",NA,NA,"Neuron","OPC","Microglia",0.78,"CD22","Oligodendrocyte",NA,NA,NA,NA,"B cell",NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Microglia-Oligodendrocyte","PTPRC_CD22"
1994,"PVR","CD226","PVR",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD226","Microglia",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.78,"Neuron-Neuron","PVR_CD226"
2006,"ROBO2","ROBO2","ROBO2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"ROBO2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","ROBO2_ROBO2"
2007,"SLIT1","ROBO2","SLIT1","Neuron",NA,NA,NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"ROBO2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","SLIT1_ROBO2"
2008,"SLIT2","ROBO2","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"ROBO2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","SLIT2_ROBO2"
2009,"SLIT3","ROBO2","SLIT3",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"ROBO2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","SLIT3_ROBO2"
2011,"RSPO2","LGR5","RSPO2","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"LGR5","Oligodendrocyte",NA,"Neuron",NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","RSPO2_LGR5"
2012,"RSPO3","LGR5","RSPO3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"LGR5","Oligodendrocyte",NA,"Neuron",NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","RSPO3_LGR5"
2015,"RSPO2","LGR6","RSPO2","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"LGR6","Astrocyte",NA,"Astrocyte",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Astrocyte",0.93,"Neuron-Astrocyte","RSPO2_LGR6"
2016,"RSPO3","LGR6","RSPO3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"LGR6","Astrocyte",NA,"Astrocyte",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Astrocyte",0.93,"Neuron-Astrocyte","RSPO3_LGR6"
2020,"RSPO2","RNF43","RSPO2","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"RNF43","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Microglia","Astrocyte","Astrocyte",0.64,"Neuron-Astrocyte","RSPO2_RNF43"
2026,"SDC2","PTPRJ","SDC2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Astrocyte",0.54,"PTPRJ",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Astrocyte-Neuron","SDC2_PTPRJ"
2027,"THBS1","PTPRJ","THBS1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"PTPRJ",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","THBS1_PTPRJ"
2028,"SECTM1","CD7","SECTM1",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"CD7",NA,NA,"T cell",NA,"NK cell","T cell",NA,NA,"Neuron","Neuron","T cell",0.24,"Neuron-T cell","SECTM1_CD7"
2033,"SEMA6B","PLXNA2","SEMA6B",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.31,"PLXNA2",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","SEMA6B_PLXNA2"
2041,"SEMA4D","PLXNB1","SEMA4D","Oligodendrocyte",NA,NA,NA,"Oligodendrocyte",NA,NA,"Neuron","Neuron","Neuron","Oligodendrocyte",0.2,"PLXNB1","Astrocyte",NA,NA,NA,"Astrocyte",NA,NA,"Neuron","Neuron","Oligodendrocyte","Astrocyte",0.61,"Oligodendrocyte-Astrocyte","SEMA4D_PLXNB1"
2048,"SERPINF1","PLXDC1","SERPINF1","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia",0.7,"PLXDC1","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Endothelial",0.55,"Microglia-Endothelial","SERPINF1_PLXDC1"
2049,"SERPINF1","PLXDC2","SERPINF1","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia",0.7,"PLXDC2","Microglia",NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Microglia",0.86,"Microglia-Microglia","SERPINF1_PLXDC2"
2064,"SLAMF7","SLAMF7","SLAMF7",NA,NA,NA,NA,"NK cell","Microglia",NA,NA,"Microglia","Neuron","Microglia",0.22,"SLAMF7",NA,NA,NA,NA,"Microglia","NK cell",NA,NA,"Microglia","Neuron","Microglia",0.17,"Microglia-Microglia","SLAMF7_SLAMF7"
2065,"SLIT2","APP","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Neuron-Neuron","SLIT2_APP"
2066,"SPON1","APP","SPON1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.77,"APP",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Astrocyte-Neuron","SPON1_APP"
2071,"SPN","SIGLEC1","SPN","Microglia",NA,NA,NA,"B cell",NA,NA,NA,"Microglia","OPC","Microglia",0.59,"SIGLEC1",NA,NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","OPC","Microglia",0.16,"Microglia-Microglia","SPN_SIGLEC1"
2072,"TAC3","TACR1","TAC3","Neuron",NA,"Neuron","Neuron",NA,NA,"Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.4,"TACR1","Neuron",NA,"Astrocyte",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.51,"Neuron-Neuron","TAC3_TACR1"
2077,"TAC1","TACR3","TAC1","Neuron",NA,"Neuron","Neuron","Neuron",NA,NA,"Neuron","Neuron","Neuron","Neuron",0.57,"TACR3","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","TAC1_TACR3"
2144,"HLA-DMA","CD4","HLA-DMA","Microglia",NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Neuron",0.61,"CD4","Microglia",NA,"T cell","T cell","T cell","T cell",NA,NA,"Microglia","Neuron","Microglia",0.63,"Neuron-Microglia","HLA-DMA_CD4"
2150,"COL4A1","CD44","COL4A1","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Endothelial-Astrocyte","COL4A1_CD44"
2152,"COL4A3","CD44","COL4A3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Neuron-Astrocyte","COL4A3_CD44"
2153,"COL4A4","CD44","COL4A4","OPC",NA,NA,NA,NA,NA,NA,NA,"Neuron","OPC","OPC",0.04,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"OPC-Astrocyte","COL4A4_CD44"
2154,"COL4A5","CD44","COL4A5","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.23,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Oligodendrocyte-Astrocyte","COL4A5_CD44"
2156,"COL6A1","CD44","COL6A1",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.31,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Neuron-Astrocyte","COL6A1_CD44"
2157,"COL6A2","CD44","COL6A2","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.49,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Endothelial-Astrocyte","COL6A2_CD44"
2159,"COL9A1","CD44","COL9A1","OPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","OPC",0,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"OPC-Astrocyte","COL9A1_CD44"
2160,"COL9A2","CD44","COL9A2","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","OPC","Oligodendrocyte",0.25,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Oligodendrocyte-Astrocyte","COL9A2_CD44"
2162,"LAMA1","CD44","LAMA1","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Astrocyte-Astrocyte","LAMA1_CD44"
2163,"LAMA2","CD44","LAMA2","Endothelial",NA,"Neuron",NA,NA,NA,"Endothelial",NA,"Neuron","OPC","Endothelial",0.54,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Endothelial-Astrocyte","LAMA2_CD44"
2165,"LAMA4","CD44","LAMA4","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Endothelial-Astrocyte","LAMA4_CD44"
2167,"LAMB1","CD44","LAMB1",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Neuron-Astrocyte","LAMB1_CD44"
2168,"LAMB2","CD44","LAMB2","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Astrocyte","Microglia","Astrocyte",0.56,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Astrocyte-Astrocyte","LAMB2_CD44"
2169,"LAMB3","CD44","LAMB3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Neuron-Astrocyte","LAMB3_CD44"
2170,"LAMC1","CD44","LAMC1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"CD44","Endothelial",NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Microglia","Astrocyte","Astrocyte",0.57,"Endothelial-Astrocyte","LAMC1_CD44"
2174,"ANGPTL2","TLR4","ANGPTL2","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.3,"TLR4","Microglia",NA,NA,NA,NA,"Microglia","Neuron",NA,"OPC","Astrocyte","Microglia",0.62,"Oligodendrocyte-Microglia","ANGPTL2_TLR4"
2180,"CDH5","CDH5","CDH5","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Endothelial","Microglia","Astrocyte","Endothelial",0.73,"CDH5","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,NA,"Neuron","Microglia","Astrocyte","Endothelial",0.66,"Endothelial-Endothelial","CDH5_CDH5"
2210,"PTN","SDC2","PTN",NA,NA,NA,"Astrocyte",NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.45,"SDC2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Astrocyte",0.54,"Neuron-Astrocyte","PTN_SDC2"
2239,"PTN","NCL","PTN",NA,NA,NA,"Astrocyte",NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.45,"NCL",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Microglia","Neuron","Neuron",0.38,"Neuron-Neuron","PTN_NCL"
