species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm	H2-AB1	Macrophages	NA	0.087	"histocompatibility 2, class II antigen A, beta 1"	protein coding gene	1	Mesoderm	Immune system	0	0.612121	0	0.0872101
Mm	H2-EB1	Macrophages	NA	0.066	"histocompatibility 2, class II antigen E beta"	protein coding gene	1	Mesoderm	Immune system	0	0.547475	0	0.0640159
Mm	IL4RA	Macrophages	NA	0.013	"interleukin 4 receptor, alpha"	protein coding gene	1	Mesoderm	Immune system	0	0.163636	0	0.012061
Mm Hs	ITGAX	Macrophages	CD11c|CD11C	0.007	integrin subunit alpha X	protein-coding gene	1	Mesoderm	Immune system	0.583333	0.0626263	0.0141509	0.00337972
Mm	LY6C1	Macrophages	NA	0.054	"lymphocyte antigen 6 complex, locus C1"	protein coding gene	1	Mesoderm	Immune system	0	0.0343434	0	0.0676607
Mm Hs	PPARG	Macrophages	PPARG1|PPARG2|NR1C3|PPARgamma	0.006	peroxisome proliferator activated receptor gamma	protein-coding gene	1	Mesoderm	Immune system	0.0833333	0.0040404	0.0106918	0.00463883
Mm	SIGLECF	Macrophages	NA	0.002	sialic acid binding Ig-like lectin F	protein coding gene	1	Mesoderm	Immune system	NA	NA	NA	NA
Mm Hs	TYROBP	Macrophages	DAP12|PLO-SL|KARAP|PLOSL	0.149	TYRO protein tyrosine kinase binding protein	protein-coding gene	1	Mesoderm	Immune system	1	0	0.139623	0
Mm Hs	RGS1	Macrophages	1R20|IR20|BL34|IER1	0.049	regulator of G protein signaling 1	protein-coding gene	1	Mesoderm	Immune system	0.0833333	0	0.0638365	0
Mm Hs	DAB2	Macrophages	DOC-2	0.068	"DAB2, clathrin adaptor protein"	protein-coding gene	1	Mesoderm	Immune system	0.75	0.723232	0.045283	0.0525514
Mm Hs	P2RY6	Macrophages	P2Y6	0.018	pyrimidinergic receptor P2Y6	protein-coding gene	1	Mesoderm	Immune system	0	0.436364	0.00283019	0.0083499
Mm Hs	MAF	Macrophages	c-MAF	0.072	MAF bZIP transcription factor	protein-coding gene	1	Mesoderm	Immune system	0.833333	0.533333	0.0336478	0.0675282
Mm	LYZ2	Macrophages	NA	0.124	lysozyme 2	protein coding gene	1	Mesoderm	Immune system	0	0.989899	0	0.121074
Mm Hs	AIF1	Macrophages	IRT-1|AIF-1|Em:AF129756.17|IBA1	0.085	allograft inflammatory factor 1	protein-coding gene	1	Mesoderm	Immune system	0.916667	0.826263	0.127987	0.0518224
Mm Hs	CLEC10A	Macrophages	HML2|HML|CD301|CLECSF14	0.01	C-type lectin domain containing 10A	protein-coding gene	1	Mesoderm	Immune system	0	0.20404	0.0119497	0.00331345
Mm	ADGRE4	Macrophages	NA	0.004	adhesion G protein-coupled receptor E4	protein coding gene	1	Mesoderm	Immune system	0	0.0747475	0	0.00271703
Mm Hs	ADGRE5	Macrophages	TM7LN1|CD97	0.04	adhesion G protein-coupled receptor E5	protein-coding gene	1	Mesoderm	Immune system	0.25	0.307071	0.0380503	0.0320742
Mm	CLEC4A3	Macrophages	NA	0.019	"C-type lectin domain family 4, member a3"	protein coding gene	1	Mesoderm	Immune system	0	0.543434	0	0.00649437
Mm	CLEC4A1	Macrophages	NA	0.017	"C-type lectin domain family 4, member a1"	protein coding gene	1	Mesoderm	Immune system	0	0.521212	0	0.00390987
Mm Hs	SLC15A3	Macrophages	PHT2|hPTR3	0.016	solute carrier family 15 member 3	protein-coding gene	1	Mesoderm	Immune system	0.25	0	0.00660377	0
Mm	AKR1B3	Macrophages	NA	0.025	"aldo-keto reductase family 1, member B3 (aldose reductase)"	protein coding gene	1	Mesoderm	Immune system	0	0.0686869	0	0.0286945
Mm Hs	CYP27A1	Macrophages	CTX|CYP27	0.006	cytochrome P450 family 27 subfamily A member 1	protein-coding gene	1	Mesoderm	Immune system	0.5	0.00808081	0.0132075	0.00377734
Mm Hs	SLC7A7	Macrophages	y+LAT-1|LPI	0.007	solute carrier family 7 member 7	protein-coding gene	NA	Mesoderm	Immune system	0.75	0	0.0176101	0
Mm Hs	RUNX3	Macrophages	AML2|PEBP2A3|CBFA3	0.018	runt related transcription factor 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0207547	0
Mm Hs	SYK	Macrophages	NA	0.011	spleen associated tyrosine kinase	protein-coding gene	1	Mesoderm	Immune system	0.416667	0	0.0091195	0
Mm Hs	KIT	Mast cells	CD117|SCFR|C-Kit|PBT	0.015	KIT proto-oncogene receptor tyrosine kinase	protein-coding gene	1	Mesoderm	Immune system	0.625	0.921053	0.000942211	0.0163376
Mm Hs	ENPP3	Mast cells	PD-IBETA|gp130RB13-6|B10|CD203c|PDNP3	0.002	ectonucleotide pyrophosphatase/phosphodiesterase 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.0021226
Mm Hs	IL2RA	Mast cells	IL2R|IDDM10	0.009	interleukin 2 receptor subunit alpha	protein-coding gene	1	Mesoderm	Immune system	0.125	0	0.0197864	0.00675371
Hs	FCER2	Mast cells	CLEC4J|CD23|CD23A|FCE2	0.002	Fc fragment of IgE receptor II	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00219849	0
Mm Hs	IL17A	Mast cells	IL-17A|IL-17|CTLA8|IL17	0	interleukin 17A	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.000257284
Mm Hs	CRH	Mast cells	CRH1	0.001	corticotropin releasing hormone	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000628141	0.00128642
Mm Hs	HSD11B1	Mast cells	SDR26C1|HSD11B|HSD11	0.022	hydroxysteroid 11-beta dehydrogenase 1	protein-coding gene	1	Mesoderm	Immune system	0	0.0263158	0.00973618	0.0245063
Mm Hs	CD274	Mast cells	B7-H|B7H1|PD-L1|PDL1|B7-H1|PDCD1LG1	0.004	CD274 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00408291	0.00379494
Mm Hs	CXCR2	Mast cells	CMKAR2|CD182|IL8RB	0.003	C-X-C motif chemokine receptor 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.00353766
Mm Hs	CXCR4	Mast cells	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184	0.04	C-X-C motif chemokine receptor 4	protein-coding gene	1	Mesoderm	Immune system	0	0	0.198807	0.00881199
Mm Hs	CCR3	Mast cells	CC-CKR-3|CKR3|CD193|CMKBR3	0.001	C-C motif chemokine receptor 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.00147939
Mm Hs	CCR5	Mast cells	CKR-5|CC-CKR-5|CKR5|CD195|IDDM22|CMKBR5	0.015	C-C motif chemokine receptor 5 (gene/pseudogene)	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.0183958
Mm Hs	LTC4S	Mast cells	MGC33147	0.037	leukotriene C4 synthase	protein-coding gene	1	Mesoderm	Immune system	0.375	0	0.00690955	0.0449604
Mm Hs	GPR34	Mast cells	NA	0.026	G protein-coupled receptor 34	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00502513	0.0318389
Mm Hs	MGST2	Mast cells	MGST-II	0.05	microsomal glutathione S-transferase 2	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.140075	0.0300379
Mm Hs	ACHE	Mast cells	YT	0.016	acetylcholinesterase (Cartwright blood group)	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00471106	0.0196179
Mm Hs	CPA3	Mast cells	NA	0.009	carboxypeptidase A3	protein-coding gene	1	Mesoderm	Immune system	1	1	0.00596734	0.00604618
Mm Hs	CPA1	Mast cells	CPA	0.006	carboxypeptidase A1	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0031407	0.007011
Mm Hs	CMA1	Mast cells	NA	0.007	chymase 1	protein-coding gene	1	Mesoderm	Immune system	0	1	0	0.00604618
Mm Hs	HNMT	Mast cells	NA	0.007	histamine N-methyltransferase	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0254397	0.00218692
Mm Hs	TPSAB1	Mast cells	TPSB1|TPS1|TPS2	0.002	tryptase alpha/beta 1	protein-coding gene	1	Mesoderm	Immune system	1	0	0.00439698	0
Mm Hs	PTGDS 	Mast cells	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	NA	Mesoderm	Immune system	NA	NA	NA	NA
Mm Hs	CFP	Mast cells	PFC	0.035	complement factor properdin	protein-coding gene	NA	Mesoderm	Immune system	0	0.315789	0.03549	0.0340902
Mm Hs	RAB27B	Mast cells	NA	0.017	"RAB27B, member RAS oncogene family"	protein-coding gene	1	Mesoderm	Immune system	0.125	0	0.0207286	0
Mm	ATP8B5	Mast cells	NA	0.001	"ATPase, class I, type 8B, member 5"	protein coding gene	NA	Mesoderm	Immune system	0	0.184211	0	0.000707532
Mm Hs	SLA	Mast cells	SLA1|SLAP-1|hSLAP	0.023	Src like adaptor	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0125628	0
Mm Hs	IL1RL1	Mast cells	ST2|FIT-1|ST2V|DER4|IL33R	0.007	interleukin 1 receptor like 1	protein-coding gene	1	Mesoderm	Immune system	0.5	1	0.013505	0.00302309
Mm	CSF2RB2	Mast cells	NA	0.003	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"	protein coding gene	NA	Mesoderm	Immune system	0	0.5	0	0.00257284
Mm Hs	GNAI1	Mast cells	NA	0.05	G protein subunit alpha i1	protein-coding gene	1	Mesoderm	Immune system	0	0.184211	0.0411432	0.0540297
Mm Hs	CFD	Mast cells	ADN|DF|PFD	0.018	complement factor D	protein-coding gene	NA	Mesoderm	Immune system	0	0.0263158	0.0989322	0.00109346
Mm Hs	OSBPL8	Mast cells	OSBP10|ORP8|MST120|MSTP120	0.037	oxysterol binding protein like 8	protein-coding gene	1	Mesoderm	Immune system	0.125	0.657895	0.117462	0.0151155
Mm Hs	ADORA3	Mast cells	NA	0.002	adenosine A3 receptor	protein-coding gene	1	Mesoderm	Immune system	0	0.684211	0	0.000964816
Mm Hs	HS3ST1	Mast cells	3OST1	0.019	heparan sulfate-glucosamine 3-sulfotransferase 1	protein-coding gene	1	Mesoderm	Immune system	0	0.447368	0.00910804	0.0201325
Mm Hs	CSF2RB	Mast cells	IL5RB|CD131|betaGMR|IL3RB	0.018	colony stimulating factor 2 receptor beta common subunit	protein-coding gene	1	Mesoderm	Immune system	0	0.789474	0.00282663	0.0195536
Mm Hs	DAPP1	Mast cells	BAM32	0.022	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	protein-coding gene	1	Mesoderm	Immune system	0	0.447368	0.0160176	0.0206471
Mm Hs	SLC6A4	Mast cells	5-HTT|SERT1|HTT|OCD1	0.002	solute carrier family 6 member 4	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00125628	0
Mm Hs	MAOB	Mast cells	NA	0.009	monoamine oxidase B	protein-coding gene	1	Mesoderm	Immune system	0.375	0.5	0.00879397	0.0082331
Mm	LILR4B	Mast cells	NA	0.016	"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"	protein coding gene	NA	Mesoderm	Immune system	0	0.552632	0	0.0176883
Mm Hs	CSRNP1	Mast cells	URAX1|DKFZp566F164|FAM130B|TAIP-3|AXUD1	0.044	cysteine and serine rich nuclear protein 1	protein-coding gene	NA	Mesoderm	Immune system	0.125	0.289474	0.0345477	0.0457966
Mm Hs	CYP11A1	Mast cells	P450SCC|CYP11A	0.005	cytochrome P450 family 11 subfamily A member 1	protein-coding gene	NA	Mesoderm	Immune system	0	1	0.00408291	0.00308741
Mm Hs	RGS1	Mast cells	1R20|IR20|BL34|IER1	0.049	regulator of G protein signaling 1	protein-coding gene	NA	Mesoderm	Immune system	0.875	0	0.0618719	0
Mm	MRGPRB2	Mast cells	NA	0	"MAS-related GPR, member B2"	protein coding gene	1	Mesoderm	Immune system	0	0.157895	0	0
Mm Hs	PLEK	Mast cells	NA	0.051	pleckstrin	protein-coding gene	NA	Mesoderm	Immune system	0	0.210526	0.0452261	0.052486
Mm	MRGPRB1	Mast cells	NA	0	"MAS-related GPR, member B1"	protein coding gene	1	Mesoderm	Immune system	0	0.131579	0	0
Mm Hs	HDC	Mast cells	NA	0.019	histidine decarboxylase	protein-coding gene	1	Mesoderm	Immune system	0.5	1	0.00031407	0.0204541
Mm	MCPT4	Mast cells	NA	0.001	mast cell protease 4	protein coding gene	1	Mesoderm	Immune system	0	0.368421	0	6.43211e-05
Mm Hs	TPSB2	Mast cells	NA	0.004	tryptase beta 2 (gene/pseudogene)	protein-coding gene	1	Mesoderm	Immune system	1	0	0.00471106	0
Mm Hs	TPH1	Mast cells	TPRH|TPH	0.002	tryptophan hydroxylase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00125628	0
Mm Hs	CD55	Mast cells	TC|CROM|DAF	0.037	CD55 molecule (Cromer blood group)	protein-coding gene	1	Mesoderm	Immune system	0.25	0.684211	0.125628	0.0180742
Mm	CD200R3	Mast cells	NA	0.003	CD200 receptor 3	protein coding gene	1	Mesoderm	Immune system	0	0.815789	0	0.00154371
Mm Hs	RGS13	Mast cells	NA	0.003	regulator of G protein signaling 13	protein-coding gene	1	Mesoderm	Immune system	0.875	0	0.00251256	0
Mm Hs	TPSG1	Mast cells	TMT|PRSS31	0.003	tryptase gamma 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000942211	0
Mm Hs	SOCS1	Mast cells	SOCS-1|SSI-1|JAB|TIP3|Cish1	0.012	suppressor of cytokine signaling 1	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0197864	0
Mm Hs	BTK	Mast cells	ATK|XLA|PSCTK1|AGMX1|IMD1	0.008	Bruton tyrosine kinase	protein-coding gene	NA	Mesoderm	Immune system	0.125	0.394737	0.00188442	0.00694668
Mm Hs	IL4	Mast cells	BSF1|IL-4|BCGF1|BCGF-1|MGC79402	0.002	interleukin 4	protein-coding gene	NA	Mesoderm	Immune system	0	0.710526	0	0.000964816
Mm Hs	MS4A2	Mast cells	MS4A1|FCER1B|APY	0.003	membrane spanning 4-domains A2	protein-coding gene	NA	Mesoderm	Immune system	0.75	0.289474	0	0.0024442
Mm Hs	VWA5A	Mast cells	BCSC-1|LOH11CR2A	0.011	von Willebrand factor A domain containing 5A	protein-coding gene	1	Mesoderm	Immune system	0.75	0	0.00722362	0
Mm Hs	FCER1A	Mast cells	FCE1A	0.004	Fc fragment of IgE receptor Ia	protein-coding gene	1	Mesoderm	Immune system	0.375	0.105263	0.0175879	0.00141506
Mm Hs	MCEMP1	Mast cells	MGC132456|C19orf59	0.022	mast cell expressed membrane protein 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00188442	0.02605
Mm Hs	MILR1	Mast cells	Allergin-1|MCA-32|C17orf60	0.012	mast cell immunoglobulin like receptor 1	protein-coding gene	1	Mesoderm	Immune system	0	0.131579	0.000942211	0.0123496
Mm Hs	CCL2	Mast cells	MCP1|MCP-1|MCAF|SMC-CF|GDCF-2|HC11|MGC9434|SCYA2	0.037	C-C motif chemokine ligand 2	protein-coding gene	1	Mesoderm	Immune system	0.125	0.105263	0.0646985	0.0317103
Mm	CMA2	Mast cells	NA	0	"chymase 2, mast cell"	protein coding gene	1	Mesoderm	Immune system	0	0.210526	0	0.000128642
Mm Hs	CREB3L1	Mast cells	OASIS	0.015	cAMP responsive element binding protein 3 like 1	protein-coding gene	1	Mesoderm	Immune system	0	0.657895	0.00973618	0.0151798
Mm Hs	EDNRA	Mast cells	ET-A|ETA-R|hET-AR	0.013	endothelin receptor type A	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0100503	0.0147939
Mm Hs	HS6ST2	Mast cells	NA	0.02	heparan sulfate 6-O-sulfotransferase 2	protein-coding gene	1	Mesoderm	Immune system	0	0.263158	0.00125628	0.0243777
Mm Hs	KCNE3	Mast cells	MiRP2	0.01	potassium voltage-gated channel subfamily E regulatory subunit 3	protein-coding gene	1	Mesoderm	Immune system	0	0.263158	0.000628141	0.0115778
Mm	MCPT9	Mast cells	NA	0	mast cell protease 9	protein coding gene	1	Mesoderm	Immune system	0	0	0	0.000192963
Mm Hs	MEIS2	Mast cells	HsT18361	0.17	Meis homeobox 2	protein-coding gene	1	Mesoderm	Immune system	0	0.421053	0.0549623	0.200167
Mm	MRGPRA4	Mast cells	NA	0	"MAS-related GPR, member A4"	protein coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	MRGPRX2	Mast cells	MRGX2	0	MAS related GPR family member X2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm	OLFR920	Mast cells	NA	0	olfactory receptor 920	protein coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	PLAU	Mast cells	URK	0.01	"plasminogen activator, urokinase"	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0439699	0.00250852
Mm Hs	ADAMTS9	Mast cells	KIAA1312	0.007	ADAM metallopeptidase with thrombospondin type 1 motif 9	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0260678	0.00360198
Mm Hs	CHST1	Mast cells	KSGal6ST	0.032	carbohydrate sulfotransferase 1	protein-coding gene	1	Mesoderm	Immune system	0	0.0263158	0.013191	0.0376922
Mm Hs	COBL	Mast cells	KIAA0633	0.004	cordon-bleu WH2 repeat protein	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00031407	0.00501704
Mm Hs	CTSG	Mast cells	CG	0.017	cathepsin G	protein-coding gene	1	Mesoderm	Immune system	0.125	0	0.0128769	0.0169164
Mm Hs	DNM3	Mast cells	KIAA0820	0.043	dynamin 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0031407	0.0537724
Mm Hs	FAM198B	Mast cells	FLJ38155|DKFZp434L142|ENED|C4orf18	0.011	family with sequence similarity 198 member B	protein-coding gene	1	Mesoderm	Immune system	0	0.605263	0.00502513	0.0110632
Mm Hs	GRIK2	Mast cells	GluK2|MRT6|GLUR6	0.01	glutamate ionotropic receptor kainate type subunit 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00031407	0.0131215
Mm Hs	HPGDS	Mast cells	GSTS|H-PGDS|PGD2|GSTS1-1|GSTS1	0.033	hematopoietic prostaglandin D synthase	protein-coding gene	1	Mesoderm	Immune system	1	0.315789	0.0160176	0.0364701
Mm Hs	HS3ST3A1	Mast cells	3OST3A1|30ST3A1	0.001	heparan sulfate-glucosamine 3-sulfotransferase 3A1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00408291	0.000128642
Mm Hs	PAPSS2	Mast cells	ATPSK2	0.012	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding gene	1	Mesoderm	Immune system	0	0.578947	0.0150754	0.0108059
Mm Hs	PCBD1	Mast cells	DCOH|PCBD	0.084	pterin-4 alpha-carbinolamine dehydratase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.154523	0.0623271
Mm Hs	PCP4L1	Mast cells	IQM1	0.044	Purkinje cell protein 4 like 1	protein-coding gene	1	Mesoderm	Immune system	0	0.0263158	0	0.0553805
Mm Hs	RNF128	Mast cells	FLJ23516|GRAIL	0.024	"ring finger protein 128, E3 ubiquitin protein ligase"	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00157035	0
Mm	SERPINB1A	Mast cells	NA	0.059	"serine (or cysteine) peptidase inhibitor, clade B, member 1a"	protein coding gene	1	Mesoderm	Immune system	NA	NA	NA	NA
Mm Hs	SLC29A1	Mast cells	ENT1	0.063	solute carrier family 29 member 1 (Augustine blood group)	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0188442	0
Mm Hs	SLC45A3	Mast cells	IPCA-6|prostein|IPCA-2|IPCA-8|PCANAP6|PCANAP2|PCANAP8	0.005	solute carrier family 45 member 3	protein-coding gene	1	Mesoderm	Immune system	0.125	0	0.00157035	0
Mm Hs	STARD13	Mast cells	GT650|DLC2|ARHGAP37|LINC00464	0.003	StAR related lipid transfer domain containing 13	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000942211	0
Mm Hs	A4GALT	Mast cells	A14GALT|Gb3S|P(k)	0.005	"alpha 1,4-galactosyltransferase (P blood group)"	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0141332	0.00302309
Mm Hs	ACER3	Mast cells	FLJ11238|APHC|PHCA	0.018	alkaline ceramidase 3	protein-coding gene	1	Mesoderm	Immune system	0	0.342105	0.0201005	0.0175597
Mm Hs	ARMCX3	Mast cells	ALEX3|GASP6	0.026	armadillo repeat containing X-linked 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0819724	0.00951952
Mm Hs	ATL2	Mast cells	ARL6IP2	0.013	atlastin GTPase 2	protein-coding gene	1	Mesoderm	Immune system	0	0.0789474	0.00439698	0.0153084
Mm Hs	BBS10	Mast cells	FLJ23560|C12orf58	0	Bardet-Biedl syndrome 10	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.000450248
Mm Hs	BMPR2	Mast cells	BRK-3|T-ALK|BMPR3|BMPR-II|PPH1	0.056	bone morphogenetic protein receptor type 2	protein-coding gene	1	Mesoderm	Immune system	0	0.0263158	0.0216709	0.0658005
Mm Hs	C2	Mast cells	NA	0.008	complement C2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00659548	0.00887631
Mm	CAR13	Mast cells	NA	0.003	carbonic anhydrase 13	protein coding gene	1	Mesoderm	Immune system	0	0	0	0.0036663
Mm Hs	CCDC141	Mast cells	FLJ39502|CAMDI	0.019	coiled-coil domain containing 141	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00188442	0.0229626
Mm Hs	CCL7	Mast cells	MCP-3|NC28|FIC|MARC|MCP3|SCYA6|SCYA7	0.017	C-C motif chemokine ligand 7	protein-coding gene	1	Mesoderm	Immune system	0	0.0526316	0.00031407	0.0216119
Mm Hs	CDC42BPA	Mast cells	MRCKA|PK428|FLJ23347|KIAA0451|MRCK	0.035	CDC42 binding protein kinase alpha	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0518216	0.0322249
Mm Hs	CDH9	Mast cells	NA	0.001	cadherin 9	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.00160803
Mm Hs	COPZ2	Mast cells	MGC23008	0.038	coatomer protein complex subunit zeta 2	protein-coding gene	1	Mesoderm	Immune system	0	0.184211	0.0207286	0.0428378
Mm	MCPT2	Mast cells	NA	0	mast cell protease 2	protein coding gene	1	Mesoderm	Immune system	0	0.105263	0	0
Mm	ZFP9	Mast cells	NA	0.001	zinc finger protein 9	protein coding gene	1	Mesoderm	Immune system	NA	NA	NA	NA
Mm	ZFP521	Mast cells	NA	0.001	zinc finger protein 521	protein coding gene	1	Mesoderm	Immune system	NA	NA	NA	NA
Mm Hs	ZDHHC13	Mast cells	FLJ10852|FLJ10941|HIP14L	0.006	zinc finger DHHC-type containing 13	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0138191	0
Mm Hs	WDR60	Mast cells	FLJ10300|FAP163	0.017	WD repeat domain 60	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0562186	0
Mm Hs	UNC13B	Mast cells	hmunc13|Unc13h2|UNC13	0	unc-13 homolog B	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	TRANK1	Mast cells	LBA1|KIAA0342	0.013	tetratricopeptide repeat and ankyrin repeat containing 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000628141	0
Mm Hs	TIAM2	Mast cells	STEF	0.005	T cell lymphoma invasion and metastasis 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00722362	0
Mm Hs	TCF7L1	Mast cells	TCF3	0.009	transcription factor 7 like 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0084799	0
Mm Hs	STK32B	Mast cells	STKG6|YANK2|STK32|HSA250839	0.004	serine/threonine kinase 32B	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00722362	0
Mm Hs	ST6GALNAC3	Mast cells	SIAT7C	0.003	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00628141	0
Mm Hs	SOCS2	Mast cells	STATI2|SSI2|SOCS-2|SSI-2|CIS2|Cish2	0.095	suppressor of cytokine signaling 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.031407	0
Mm Hs	SPRED1	Mast cells	FLJ33903|PPP1R147	0.026	sprouty related EVH1 domain containing 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00753769	0
Mm Hs	SMPX	Mast cells	DFNX4|DFN6	0.006	small muscle protein X-linked	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	SMARCA1	Mast cells	NURF140|SWI|hSNF2L|SNF2L1|SNF2L	0.015	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0414573	0
Mm Hs	SLC7A5	Mast cells	E16|D16S469E|MPE16	0.043	solute carrier family 7 member 5	protein-coding gene	1	Mesoderm	Immune system	0	0	0.031093	0
Mm Hs	SLC4A4	Mast cells	NBC1|HNBC1|NBC2|pNBC|hhNMC|SLC4A5	0.033	solute carrier family 4 member 4	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0122487	0
Mm Hs	SLC31A2	Mast cells	hCTR2|CTR2|COPT2	0.019	solute carrier family 31 member 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	SGCE	Mast cells	DYT11	0.028	sarcoglycan epsilon	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0166457	0
Mm Hs	ROR1	Mast cells	NTRKR1	0.001	receptor tyrosine kinase like orphan receptor 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00565327	0
Mm Hs	RNF180	Mast cells	NA	0.017	ring finger protein 180	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000628141	0
Hs	RIOK2	Mast cells	FLJ11159	0.001	RIO kinase 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00376884	0
Mm Hs	RBFOX1	Mast cells	A2BP1|FOX-1|HRNBP1	0.051	RNA binding fox-1 homolog 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00188442	0
Mm Hs	RAPGEF2	Mast cells	PDZ-GEF1|RA-GEF|DKFZP586O1422|KIAA0313|PDZGEF1	0.003	Rap guanine nucleotide exchange factor 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00251256	0
Mm Hs	PDE1C	Mast cells	Hcam3	0.007	phosphodiesterase 1C	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00565327	0.00746125
